PERFECT VAULT SOLUTION (full mode)
Unordered trait combos in plane: 9434
Total physical copies: 2890
Preferred 3x3 copies: 1620
Gap-fill 1x1 copies: 1270
Distinct weapon models: 558
Unsolved: 0

Each entry is one physical vault gun.
Preferred: roll the listed perks in trait column 2 and column 3 (up to 3 each = 3x3).
Gap-fill: roll exactly that one combo (1x1).
Combinations are unordered: A+B is the same as B+A globally.

========================================================================
SUMMARY BY WEAPON (copies needed)
========================================================================
x 24  [fallback ]  The Enigma  (24 combos covered)
x 23  [fallback ]  Heritage  (23 combos covered)
x 23  [fallback ]  Succession  (23 combos covered)
x 23  [fallback ]  Tyranny of Heaven  (23 combos covered)
x 22  [fallback ]  Commemoration  (22 combos covered)
x 22  [fallback ]  Posterity  (22 combos covered)
x 21  [fallback ]  Techeun Force  (21 combos covered)
x 20  [fallback ]  Accrued Redemption  (20 combos covered)
x 20  [fallback ]  Prophet of Doom  (20 combos covered)
x 19  [fallback ]  Neoptolemus II  (19 combos covered)
x 19  [fallback ]  Transfiguration  (19 combos covered)
x 18  [fallback ]  Chattering Bone  (18 combos covered)
x 18  [fallback ]  Nation of Beasts  (18 combos covered)
x 18  [fallback ]  The Supremacy  (18 combos covered)
x 17  [fallback ]  Come to Pass  (17 combos covered)
x 16  [preferred]  Strident Whistle  (52 combos covered)
x 16  [fallback ]  Adverse Possession IX  (16 combos covered)
x 16  [fallback ]  Apex Predator  (16 combos covered)
x 16  [fallback ]  Omniscient Eye  (16 combos covered)
x 16  [fallback ]  Pro Memoria  (16 combos covered)
x 16  [fallback ]  Trustee  (16 combos covered)
x 16  [fallback ]  Zealot's Reward  (16 combos covered)
x 15  [preferred]  Blowout  (48 combos covered)
x 15  [fallback ]  Age-Old Bond  (15 combos covered)
x 15  [fallback ]  Reckless Oracle  (15 combos covered)
x 13  [preferred]  Retrofuturist  (49 combos covered)
x 13  [preferred]  Joxer's Longsword  (42 combos covered)
x 13  [preferred]  Breakneck  (40 combos covered)
x 13  [fallback ]  Bequest  (13 combos covered)
x 13  [fallback ]  Controlling Vision  (13 combos covered)
x 13  [fallback ]  Crux Termination IV  (13 combos covered)
x 13  [fallback ]  Suspectum-4fr  (13 combos covered)
x 12  [preferred]  Midha's Reckoning (Harrowed)  (35 combos covered)
x 12  [fallback ]  Ancient Gospel  (12 combos covered)
x 12  [fallback ]  Arsenic Bite-4b  (12 combos covered)
x 11  [preferred]  Non-Denouement (Adept)  (34 combos covered)
x 11  [fallback ]  Fel Taradiddle  (11 combos covered)
x 11  [fallback ]  Likely Suspect  (11 combos covered)
x 10  [preferred]  Lubrae's Ruin (Adept)  (47 combos covered)
x 10  [preferred]  Corrective Measure (Timelost)  (41 combos covered)
x 10  [preferred]  Laser Painter  (39 combos covered)
x 10  [preferred]  Critical Anomaly (Adept)  (38 combos covered)
x 10  [preferred]  Wicked Sister  (34 combos covered)
x 10  [fallback ]  Combined Action  (10 combos covered)
x 10  [fallback ]  Cruoris FR4  (10 combos covered)
x 10  [fallback ]  Father's Sins  (10 combos covered)
x 10  [fallback ]  Forensic Nightmare  (10 combos covered)
x 10  [fallback ]  Ignition Code  (10 combos covered)
x 10  [fallback ]  Judgment of Kelgorath  (10 combos covered)
x 10  [fallback ]  Lethophobia  (10 combos covered)
x 10  [fallback ]  Nezarec's Whisper  (10 combos covered)
x 10  [fallback ]  Sacred Provenance  (10 combos covered)
x 10  [fallback ]  Scalar Potential  (10 combos covered)
x 10  [fallback ]  Scatter Signal  (10 combos covered)
x 10  [fallback ]  Swarm of the Raven  (10 combos covered)
x 10  [fallback ]  The Eremite  (10 combos covered)
       Perk 1 (col2): Butterfly, Tunnel Vision, Zen Moment
       Perk 2 (col3): Elemental Honing, Explosive Payload, Frenzy
       Combos covered by this copy: 3

#1133  [preferred/3x3]  Unfall
       Perk 1 (col2): Disruption Break, Sleight of Hand
       Perk 2 (col3): Jolting Feedback, One for All, Rolling Storm
       Combos covered by this copy: 3

#1134  [preferred/3x3]  The Title
       Perk 1 (col2): Grave Robber, Perpetual Motion, Recycled Energy
       Perk 2 (col3): Demoralize, Surrounded, Under Pressure
       Combos covered by this copy: 3

#1135  [preferred/3x3]  The Beacon
       Perk 1 (col2): Collective Pugilism, Lone Wolf, Rewind Rounds
       Perk 2 (col3): Burning Ambition, Closing Time, Deconstruct
       Combos covered by this copy: 3

#1136  [preferred/3x3]  Tempered Dynamo
       Perk 1 (col2): Backup Plan, Impromptu Ammunition, Supercharged Magazine
       Perk 2 (col3): Closing Time, Discord, Surrounded
       Combos covered by this copy: 3

#1137  [preferred/3x3]  Swordbreaker (Adept)
       Perk 1 (col2): Elemental Capacitor, Paracausal Affinity, Slice
       Perk 2 (col3): Barrel Constrictor, Golden Tricorn Enhanced, Hatchling
       Combos covered by this copy: 3

#1138  [preferred/3x3]  Salvager's Salvo
       Perk 1 (col2): Ambitious Assassin, Light Touch, Trickle Charge
       Perk 2 (col3): Reaper's Tithe, Rolling Storm, Voltshot
       Combos covered by this copy: 3

#1139  [preferred/3x3]  Resounding
       Perk 1 (col2): Ambitious Assassin, Cornered, Threat Detector
       Perk 2 (col3): Aggregate Charge, Strategist, Surrounded
       Combos covered by this copy: 3

#1140  [preferred/3x3]  Pointed Inquiry
       Perk 1 (col2): Compulsive Reloader, Firmly Planted, Stats for All
       Perk 2 (col3): Demolitionist, Demoralize, Precision Instrument
       Combos covered by this copy: 3

#1141  [preferred/3x3]  Phyllotactic Spiral
       Perk 1 (col2): Compulsive Reloader, Trickle Charge, Tunnel Vision
       Perk 2 (col3): Desperado, Headseeker, Rolling Storm
       Combos covered by this copy: 3

#1142  [preferred/3x3]  Parabellum
       Perk 1 (col2): Collective Demolition, Heal Clip, Killing Wind
       Perk 2 (col3): Adagio, Burning Ambition, Perfect Float
       Combos covered by this copy: 3

#1143  [preferred/3x3]  Oversoul Edict (Adept)
       Perk 1 (col2): Enlightened Action, Eye of the Storm, Supercharged Magazine
       Perk 2 (col3): Gear Shift, Headseeker, Voltshot
       Combos covered by this copy: 3

#1144  [preferred/3x3]  Nullify (Adept)
       Perk 1 (col2): Burning Ambition, Heal Clip, Under-Over
       Perk 2 (col3): Adrenaline Junkie, Chaos Reshaped, Incandescent
       Combos covered by this copy: 3

#1145  [preferred/3x3]  Monody-44
       Perk 1 (col2): Attrition Orbs, Enlightened Action, Repulsor Brace
       Perk 2 (col3): Closing Time, Controlled Burst, Withering Gaze
       Combos covered by this copy: 3

#1146  [preferred/3x3]  Laser Painter
       Perk 1 (col2): Clown Cartridge, Compulsive Reloader, Invisible Hand
       Perk 2 (col3): Box Breathing, High-Impact Reserves, Hip-Fire Grip
       Combos covered by this copy: 3

#1147  [preferred/3x3]  Fortunate Star
       Perk 1 (col2): Successful Warm-Up, Transcendent Moment
       Perk 2 (col3): Demoralize, Eye of the Storm, Sword Logic
       Combos covered by this copy: 3

#1148  [preferred/3x3]  Fimbulwinter Stitch
       Perk 1 (col2): Rangefinder, Supercharged Magazine
       Perk 2 (col3): Collective Action, Jolting Feedback, Redirection
       Combos covered by this copy: 3

#1149  [preferred/3x3]  Exalted Truth
       Perk 1 (col2): Slideshot, Withering Gaze
       Perk 2 (col3): Demoralize, One for All, Opening Shot
       Combos covered by this copy: 3

#1150  [preferred/3x3]  Dimensional Hypotrochoid
       Perk 1 (col2): Envious Arsenal, Rimestealer, Shot Swap
       Perk 2 (col3): Bait and Switch, Crystalline Corpsebloom, Pugilist
       Combos covered by this copy: 3

#1151  [preferred/3x3]  Dawn Far Off
       Perk 1 (col2): Attrition Orbs, Collective Demolition, Triple Tap
       Perk 2 (col3): Aggregate Charge, Meganeura, Redirection
       Combos covered by this copy: 3

#1152  [preferred/3x3]  Cynosure
       Perk 1 (col2): Clown Cartridge, Sympathetic Arsenal, Tracking Module
       Perk 2 (col3): High Ground, Quickdraw, Reverberation
       Combos covered by this copy: 3

#1153  [preferred/3x3]  Chivalric Fire
       Perk 1 (col2): Collective Demolition, Dimensional Shift, Sharp Harvest
       Perk 2 (col3): Collective Action, Energy Transfer, Whirlwind Blade
       Combos covered by this copy: 3

#1154  [preferred/3x3]  Breakneck
       Perk 1 (col2): Dynamic Sway Reduction, Enlightened Action, Under Pressure
       Perk 2 (col3): Attrition Orbs, Deconstruct, Onslaught
       Combos covered by this copy: 3

#1155  [preferred/3x3]  Bold Endings
       Perk 1 (col2): Air Trigger, Attrition Orbs, Rimestealer
       Perk 2 (col3): Crystalline Corpsebloom, Dragonfly, Golden Tricorn Enhanced
       Combos covered by this copy: 3

#1156  [preferred/3x3]  Bellowing Giant
       Perk 1 (col2): Air Trigger, Ambitious Assassin, Tracking Module
       Perk 2 (col3): Clown Cartridge, Cluster Bomb, Reaper's Tithe
       Combos covered by this copy: 3

#1157  [preferred/3x3]  Albruna-D
       Perk 1 (col2): Clown Cartridge, Explosive Payload, Wellspring
       Perk 2 (col3): High-Impact Reserves, Slickdraw, Under-Over
       Combos covered by this copy: 3

#1158  [preferred/3x3]  Unwavering Duty
       Perk 1 (col2): Auto-Loading Holster, Incandescent, Subsistence
       Perk 2 (col3): Bait and Switch, Killing Tally, Tap the Trigger
       Combos covered by this copy: 3

#1159  [preferred/3x3]  Ulterior Observation
       Perk 1 (col2): Headstone, Moving Target, Subsistence
       Perk 2 (col3): Binary Orbit, Dynamic Sway Reduction, Killing Tally
       Combos covered by this copy: 3

#1160  [preferred/3x3]  The Heron
       Perk 1 (col2): Overflow, Proximity Power, Repulsor Brace
       Perk 2 (col3): Sword Logic, Unrelenting, Unstoppable Force
       Combos covered by this copy: 3

#1161  [preferred/3x3]  Watchful Eye
       Perk 1 (col2): Eddy Current, Field Prep, Hip-Fire Grip
       Perk 2 (col3): Jolting Feedback, Killing Tally, Target Lock
       Combos covered by this copy: 3

#1162  [preferred/3x3]  Solemn Lie
       Perk 1 (col2): Rangefinder, Trickle Charge
       Perk 2 (col3): Lone Wolf, Opening Shot, Rolling Storm
       Combos covered by this copy: 3

#1163  [preferred/3x3]  Shoreline Dissident
       Perk 1 (col2): Explosive Payload, Outlaw, Recycled Energy
       Perk 2 (col3): Adagio, Closing Time, High Ground
       Combos covered by this copy: 3

#1164  [preferred/3x3]  Pure Poetry
       Perk 1 (col2): Air Assault, Ambitious Assassin, Well-Rounded
       Perk 2 (col3): Osmosis, Pugilist, Under-Over
       Combos covered by this copy: 3

#1165  [preferred/3x3]  Nightshade
       Perk 1 (col2): Keep Away, Lucky Shot, Moving Target
       Perk 2 (col3): Feeding Frenzy, Hatchling, Kill Clip
       Combos covered by this copy: 3

#1166  [preferred/3x3]  Nessa's Oblation (Adept)
       Perk 1 (col2): Compulsive Reloader, Demolitionist, Envious Assassin
       Perk 2 (col3): Demoralize, Focused Fury, Meganeura
       Combos covered by this copy: 3

#1167  [preferred/3x3]  Malediction
       Perk 1 (col2): Keep Away, Sleight of Hand, To the Pain
       Perk 2 (col3): All-Star, Kill Clip, Redirection
       Combos covered by this copy: 3

#1168  [preferred/3x3]  Last Rite
       Perk 1 (col2): Hip-Fire Grip, Reconstruction, Shoot to Loot
       Perk 2 (col3): Adhesive Ordnance, Firefly, Vorpal Weapon
       Combos covered by this copy: 3

#1169  [preferred/3x3]  Bygones
       Perk 1 (col2): Demolitionist, Keep Away, Subsistence
       Perk 2 (col3): Firefly, High Ground, Osmosis
       Combos covered by this copy: 4

#1170  [preferred/3x3]  King Orfeo
       Perk 1 (col2): Archer's Tempo, Explosive Head, Surplus
       Perk 2 (col3): Jolting Feedback, Meganeura, Precision Instrument
       Combos covered by this copy: 3

#1171  [preferred/3x3]  Hullabaloo
       Perk 1 (col2): Field Prep, Stats for All, Voltshot
       Perk 2 (col3): One for All, Rolling Storm, Strategist
       Combos covered by this copy: 3

#1172  [preferred/3x3]  Empty Vessel
       Perk 1 (col2): Field Prep, Genesis, Surplus
       Perk 2 (col3): Danger Zone, Multikill Clip
       Combos covered by this copy: 3

#1173  [preferred/3x3]  Doomsday
       Perk 1 (col2): Attrition Orbs, Eddy Current, Snapshot Sights
       Perk 2 (col3): Explosive Light, Quickdraw
       Combos covered by this copy: 3

#1174  [preferred/3x3]  Cry Mutiny
       Perk 1 (col2): Demolitionist, Grave Robber, Incandescent
       Perk 2 (col3): Adrenaline Junkie, Full Court, Mega Kill Clip
       Combos covered by this copy: 3

#1175  [preferred/3x3]  Bad Omens
       Perk 1 (col2): Auto-Loading Holster, Destabilizing Rounds, Perpetual Motion
       Perk 2 (col3): Bait and Switch, Cluster Bomb, Elemental Honing
       Combos covered by this copy: 3

#1176  [preferred/3x3]  Ascendancy
       Perk 1 (col2): Field Prep, Reconstruction, Slideways
       Perk 2 (col3): Chain Reaction, Explosive Light, Reaper's Tithe
       Combos covered by this copy: 3

#1177  [preferred/3x3]  Adamantite (Adept)
       Perk 1 (col2): Reciprocity, Slice, Subsistence
       Perk 2 (col3): Attrition Orbs, Circle of Life
       Combos covered by this copy: 3

#1178  [preferred/3x3]  Action Item
       Perk 1 (col2): Deconstruct, Rewind Rounds, Rimestealer
       Perk 2 (col3): Detonator Beam, Headstone, Killing Tally
       Combos covered by this copy: 3

#1179  [preferred/3x3]  Triple Laureate
       Perk 1 (col2): Grave Robber, Rangefinder, Subsistence
       Perk 2 (col3): One-Two Punch, Pugilist, Trench Barrel
       Combos covered by this copy: 3

#1180  [preferred/3x3]  Tinasha's Mastery
       Perk 1 (col2): Deconstruct, Impulse Amplifier, Offhand Strike
       Perk 2 (col3): Adagio, Chill Clip, Surrounded
       Combos covered by this copy: 3

#1181  [preferred/3x3]  The Summoner
       Perk 1 (col2): Heal Clip, Perpetual Motion, Zen Moment
       Perk 2 (col3): Golden Tricorn, Tap the Trigger, Target Lock
       Combos covered by this copy: 3

#1182  [preferred/3x3]  Eleatic Principle
       Perk 1 (col2): Eddy Current, Ensemble, Well-Rounded
       Perk 2 (col3): Harmony, Rangefinder, Tap the Trigger
       Combos covered by this copy: 4

#1183  [preferred/3x3]  Unending Tempest
       Perk 1 (col2): Demolitionist, Gutshot Straight, Shot Swap
       Perk 2 (col3): Adrenaline Junkie, Cascade Point, Fragile Focus
       Combos covered by this copy: 3

#1184  [preferred/3x3]  Taipan-4fr
       Perk 1 (col2): Clown Cartridge, Field Prep, Genesis
       Perk 2 (col3): Box Breathing, Empty Traits Socket, Frenzy
       Combos covered by this copy: 3

#1185  [preferred/3x3]  Point of the Stag
       Perk 1 (col2): Elemental Capacitor, Shot Swap, Slickdraw
       Perk 2 (col3): Dragonfly, Eye of the Storm, Swashbuckler
       Combos covered by this copy: 3

#1186  [preferred/3x3]  PLUG ONE.1
       Perk 1 (col2): Feeding Frenzy, Under Pressure, Well-Rounded
       Perk 2 (col3): Kickstart, Reservoir Burst, Voltshot
       Combos covered by this copy: 3

#1187  [preferred/3x3]  Mirror Imago (Adept)
       Perk 1 (col2): Grave Robber, Pugilist, To the Pain
       Perk 2 (col3): Permeability, Target Lock, Unrelenting
       Combos covered by this copy: 3

#1188  [preferred/3x3]  Micromort
       Perk 1 (col2): Envious Arsenal, Impulse Amplifier, Lead From Light
       Perk 2 (col3): Binary Orbit, Paracausal Affinity, Voltshot
       Combos covered by this copy: 3

#1189  [preferred/3x3]  Mechabre
       Perk 1 (col2): Eddy Current, Keep Away, Triple Tap
       Perk 2 (col3): High-Impact Reserves, Opening Shot, Voltshot
       Combos covered by this copy: 3

#1190  [preferred/3x3]  Insidious (Adept)
       Perk 1 (col2): Dragonfly, Frenzy, Sleight of Hand
       Perk 2 (col3): Adaptive Munitions, One for All, Turnabout
       Combos covered by this copy: 3

#1191  [preferred/3x3]  Ill Omen
       Perk 1 (col2): Attrition Orbs, Empty Traits Socket, Relentless Strikes
       Perk 2 (col3): Assassin's Blade, Cold Steel, Empty Traits Socket
       Combos covered by this copy: 3

#1192  [preferred/3x3]  Deliverance (Adept)
       Perk 1 (col2): Compulsive Reloader, Cornered, Steady Hands
       Perk 2 (col3): Adrenaline Junkie, Chain Reaction, Chill Clip
       Combos covered by this copy: 3

#1193  [preferred/3x3]  Corundum Hammer
       Perk 1 (col2): Shoot to Loot, Slice, Slideshot
       Perk 2 (col3): Precision Instrument, Sword Logic, Tear
       Combos covered by this copy: 3

#1194  [preferred/3x3]  Burden of Guilt
       Perk 1 (col2): Ambitious Assassin, Lone Wolf, Rimestealer
       Perk 2 (col3): Chill Clip, Closing Time, High-Impact Reserves
       Combos covered by this copy: 3

#1195  [preferred/3x3]  Trinary System
       Perk 1 (col2): Firmly Planted, Slideways, Under Pressure
       Perk 2 (col3): Backup Plan, Disruption Break, Kill Clip
       Combos covered by this copy: 3

#1196  [preferred/3x3]  Agape
       Perk 1 (col2): Pugilist, Rewind Rounds, Snapshot Sights
       Perk 2 (col3): Fragile Focus, Master of Arms, Precision Instrument
       Combos covered by this copy: 3

#1197  [preferred/3x3]  Abyssal Edge
       Perk 1 (col2): Duelist's Trance, Flash Counter, Slice
       Perk 2 (col3): Hatchling, Redirection, Sword Logic
       Combos covered by this copy: 3

#1198  [preferred/3x3]  21% Delirium
       Perk 1 (col2): Feeding Frenzy, Light Touch, Overflow
       Perk 2 (col3): Frenzy, Rolling Storm
       Combos covered by this copy: 3

#1199  [preferred/3x3]  Taraxippos
       Perk 1 (col2): Enlightened Action, Keep Away, Zen Moment
       Perk 2 (col3): High Ground, Tear
       Combos covered by this copy: 3

#1200  [preferred/3x3]  Sightline Survey
       Perk 1 (col2): Air Trigger, Strategist
       Perk 2 (col3): Empty Traits Socket, Kill Clip, Opening Shot
       Combos covered by this copy: 3

#1201  [preferred/3x3]  Ragnhild-D
       Perk 1 (col2): Perpetual Motion, Steady Hands, Subsistence
       Perk 2 (col3): Demolitionist, Elemental Capacitor, Empty Traits Socket
       Combos covered by this copy: 3

#1202  [preferred/3x3]  Fortissimo-11
       Perk 1 (col2): Feeding Frenzy, Lead from Gold, Threat Detector
       Perk 2 (col3): Adrenaline Junkie, Osmosis, Turnabout
       Combos covered by this copy: 3

#1203  [preferred/3x3]  Dead Weight
       Perk 1 (col2): Grave Robber, Well-Rounded
       Perk 2 (col3): Frenzy, Swashbuckler, Trench Barrel
       Combos covered by this copy: 3

#1204  [preferred/3x3]  Peculiar Charm
       Perk 1 (col2): Impromptu Ammunition, Shoot to Loot, Stopping Power
       Perk 2 (col3): All-Star, Firefly, Headseeker
       Combos covered by this copy: 3

#1205  [preferred/3x3]  Fang of Ir Yût (Adept)
       Perk 1 (col2): Rewind Rounds, Shoot to Loot, Tear
       Perk 2 (col3): Golden Tricorn, Opening Shot, Sword Logic
       Combos covered by this copy: 3

#1206  [preferred/3x3]  Crowd Pleaser
       Perk 1 (col2): Clown Cartridge, Field Prep, Genesis
       Perk 2 (col3): Elemental Capacitor, Quickdraw, Rampage
       Combos covered by this copy: 3

#1207  [preferred/3x3]  BxR-55 Battler
       Perk 1 (col2): Heating Up, Perpetual Motion, Pugilist
       Perk 2 (col3): Elemental Capacitor, Eye of the Storm, Gutshot Straight
       Combos covered by this copy: 3

#1208  [preferred/3x3]  Allied Demand
       Perk 1 (col2): Rangefinder, Rapid Hit, Well-Rounded
       Perk 2 (col3): Gutshot Straight, Multikill Clip, Under-Over
       Combos covered by this copy: 3

#1209  [preferred/3x3]  A Distant Pull
       Perk 1 (col2): Ambitious Assassin, Empty Traits Socket, Tunnel Vision
       Perk 2 (col3): Discord, Empty Traits Socket, Focused Fury
       Combos covered by this copy: 3

#1210  [preferred/3x3]  The Inquisitor
       Perk 1 (col2): Perpetual Motion, Slideshot
       Perk 2 (col3): Cascade Point, Rolling Storm
       Combos covered by this copy: 2

#1211  [preferred/3x3]  Tatara Gaze
       Perk 1 (col2): Light Touch, Overflow, Snapshot Sights
       Perk 2 (col3): Box Breathing, Mega Kill Clip, Voltshot
       Combos covered by this copy: 2

#1212  [preferred/3x3]  Summum Bonum (Adept)
       Perk 1 (col2): Deconstruct, Duelist's Trance, Proximity Power
       Perk 2 (col3): Bait and Switch, Chain Reaction, Chaos Reshaped
       Combos covered by this copy: 2

#1213  [preferred/3x3]  Sorrow's Verse
       Perk 1 (col2): Subsistence, Tap the Trigger
       Perk 2 (col3): Frenzy, Voltshot
       Combos covered by this copy: 2

#1214  [preferred/3x3]  Ribbontail
       Perk 1 (col2): Threat Detector, Wellspring
       Perk 2 (col3): Detonator Beam, Redirection
       Combos covered by this copy: 2

#1215  [preferred/3x3]  Python
       Perk 1 (col2): Dimensional Shift, Repulsor Brace
       Perk 2 (col3): One-Two Punch, Swashbuckler
       Combos covered by this copy: 2

#1216  [preferred/3x3]  MIDA Mini-Tool
       Perk 1 (col2): Heal Clip, Perpetual Motion
       Perk 2 (col3): Collective Pugilism, Offhand Strike
       Combos covered by this copy: 2

#1217  [preferred/3x3]  Luna Regolith III
       Perk 1 (col2): Clown Cartridge, Perfect Float, Under Pressure
       Perk 2 (col3): Box Breathing, Explosive Payload, Firing Line
       Combos covered by this copy: 2

#1218  [preferred/3x3]  Keen Thistle
       Perk 1 (col2): Envious Arsenal, Triple Tap
       Perk 2 (col3): Bait and Switch, Moving Target
       Combos covered by this copy: 2

#1219  [preferred/3x3]  Iterative Loop
       Perk 1 (col2): Compulsive Reloader, Grave Robber, Killing Wind
       Perk 2 (col3): Adagio, Adrenaline Junkie, Controlled Burst
       Combos covered by this copy: 2

#1220  [preferred/3x3]  Gnawing Hunger
       Perk 1 (col2): Tap the Trigger, Withering Gaze
       Perk 2 (col3): Swashbuckler, Target Lock
       Combos covered by this copy: 2

#1221  [preferred/3x3]  Cataphract GL3
       Perk 1 (col2): Impulse Amplifier, Lead From Light
       Perk 2 (col3): Impromptu Ammunition, Vorpal Weapon
       Combos covered by this copy: 2

#1222  [preferred/3x3]  Archon's Thunder
       Perk 1 (col2): Air Trigger, High-Impact Reserves
       Perk 2 (col3): Onslaught, Target Lock
       Combos covered by this copy: 2

#1223  [preferred/3x3]  Afterlight (Adept)
       Perk 1 (col2): Discord, Grave Robber, Offhand Strike
       Perk 2 (col3): Adagio, Reservoir Burst, Successful Warm-Up
       Combos covered by this copy: 2

#1224  [preferred/3x3]  Zephyr
       Perk 1 (col2): Osmosis, Turnabout
       Perk 2 (col3): Chain Reaction, Surrounded
       Combos covered by this copy: 2

#1225  [preferred/3x3]  Wild Style
       Perk 1 (col2): Keep Away, Reconstruction
       Perk 2 (col3): Permeability, Surrounded
       Combos covered by this copy: 2

#1226  [preferred/3x3]  Submersion
       Perk 1 (col2): Bolt Scavenger, Ensemble
       Perk 2 (col3): Firing Line, High Ground
       Combos covered by this copy: 2

#1227  [preferred/3x3]  Something Something
       Perk 1 (col2): Snapshot Sights, Stopping Power
       Perk 2 (col3): Box Breathing, Redirection
       Combos covered by this copy: 2

#1228  [preferred/3x3]  Rake Angle
       Perk 1 (col2): Impulse Amplifier, Rimestealer
       Perk 2 (col3): Surrounded, Unstoppable Force
       Combos covered by this copy: 2

#1229  [preferred/3x3]  No Reprieve
       Perk 1 (col2): Stats for All, Triple Tap
       Perk 2 (col3): Snapshot Sights, Swashbuckler
       Combos covered by this copy: 2

#1230  [preferred/3x3]  Nasreddin
       Perk 1 (col2): Energy Transfer, Sharp Harvest
       Perk 2 (col3): One for All, Rolling Storm
       Combos covered by this copy: 2

#1231  [preferred/3x3]  Midha's Reckoning (Harrowed)
       Perk 1 (col2): Cornered, Hip-Fire Grip, Under Pressure
       Perk 2 (col3): Closing Time, Gear Shift, Kickstart
       Combos covered by this copy: 2

#1232  [preferred/3x3]  Kept Confidence
       Perk 1 (col2): Air Assault, Loose Change
       Perk 2 (col3): Pugilist, Thresh
       Combos covered by this copy: 2

#1233  [preferred/3x3]  Jurisprudent
       Perk 1 (col2): Rimestealer, Tunnel Vision
       Perk 2 (col3): Harmony, No Distractions
       Combos covered by this copy: 2

#1234  [preferred/3x3]  Liturgy
       Perk 1 (col2): Envious Arsenal, Strategist, Surplus
       Perk 2 (col3): Chain Reaction, Desperate Measures, Swashbuckler
       Combos covered by this copy: 3

#1235  [preferred/3x3]  Herod-C
