copy_index,weapon,role,type,damage_type,is_tiered,is_adept,is_vendor6,is_craftable,is_obtainable,col2_perks,col3_perks,combos_solved,best_pos,gfs,sample_combos,hash
928,Bygones,preferred,Pulse Rifle,Kinetic,1,0,1,0,1,"Attrition Orbs, Under Pressure, Zen Moment","Desperado, Headseeker, Osmosis",6,2,1294,Attrition Orbs+Headseeker | Desperado+Under Pressure | Desperado+Zen Moment | Headseeker+Under Pressure | Headseeker+Zen Moment | Osmosis+Zen Moment,2199554524
929,Nessa's Oblation (Adept),preferred,Shotgun,Void,0,1,0,1,0,"Fourth Time's the Charm, Proximity Power, Rapid Hit","Destabilizing Rounds, Frenzy, Paracausal Affinity",6,2,679,Destabilizing Rounds+Fourth Time's the Charm | Destabilizing Rounds+Proximity Power | Destabilizing Rounds+Rapid Hit | Fourth Time's the Charm+Frenzy | Frenzy+Proximity Power | Paracausal Affinity+Rapid Hit,522366885
930,Division (Adept),preferred,Sidearm,Arc,0,1,0,0,1,"Eddy Current, Grave Robber, Perfect Float","Offhand Strike, Swashbuckler, Sword Logic",7,2,388,Eddy Current+Offhand Strike | Eddy Current+Swashbuckler | Eddy Current+Sword Logic | Grave Robber+Offhand Strike | Grave Robber+Sword Logic | Perfect Float+Swashbuckler | Perfect Float+Sword Logic,3734001727
931,Yesteryear,preferred,Pulse Rifle,Void,1,0,1,0,1,"Ambitious Assassin, Perpetual Motion, Tunnel Vision","Dragonfly, Repulsor Brace, Under-Over",6,2,1054,Ambitious Assassin+Dragonfly | Dragonfly+Perpetual Motion | Dragonfly+Tunnel Vision | Perpetual Motion+Repulsor Brace | Repulsor Brace+Tunnel Vision | Tunnel Vision+Under-Over,4028000428
932,The Martlet,preferred,Pulse Rifle,Void,1,0,0,0,1,"Keep Away, Loose Change, Perpetual Motion","Destabilizing Rounds, Withering Gaze, Zen Moment",6,2,342,Destabilizing Rounds+Keep Away | Destabilizing Rounds+Perpetual Motion | Keep Away+Withering Gaze | Keep Away+Zen Moment | Loose Change+Zen Moment | Perpetual Motion+Withering Gaze,877384
933,Eye of Sol,preferred,Sniper Rifle,Kinetic,1,0,0,0,1,"Encore, Perpetual Motion, Shot Swap","Firing Line, Opening Shot, Precision Instrument",5,2,367,Encore+Opening Shot | Encore+Precision Instrument | Firing Line+Perpetual Motion | Opening Shot+Perpetual Motion | Precision Instrument+Shot Swap,1401300690
934,Pointed Inquiry,preferred,Scout Rifle,Void,1,0,0,1,1,"Empty Traits Socket, Repulsor Brace, Stats for All","Demoralize, Precision Instrument, Turnabout",7,2,730,Demoralize+Empty Traits Socket | Empty Traits Socket+Precision Instrument | Empty Traits Socket+Turnabout | Precision Instrument+Repulsor Brace | Precision Instrument+Stats for All | Repulsor Brace+Turnabout | Stats for All+Turnabout,297296830
935,Pardon Our Dust,preferred,Grenade Launcher,Kinetic,1,0,0,1,1,"Ambitious Assassin, Auto-Loading Holster, Pulse Monitor","Danger Zone, Pugilist, Turnabout",6,2,695,Ambitious Assassin+Turnabout | Auto-Loading Holster+Danger Zone | Auto-Loading Holster+Turnabout | Danger Zone+Pulse Monitor | Pugilist+Pulse Monitor | Pulse Monitor+Turnabout,3849810018
936,Origin Story,preferred,Auto Rifle,Kinetic,1,0,1,0,1,"Dynamic Sway Reduction, Strategist, Threat Detector","High Ground, Pugilist, Rampage",6,2,1056,Dynamic Sway Reduction+High Ground | Dynamic Sway Reduction+Pugilist | Dynamic Sway Reduction+Rampage | High Ground+Threat Detector | Pugilist+Strategist | Rampage+Strategist,2826850739
937,Iterative Loop,preferred,Fusion Rifle,Arc,1,0,0,1,1,"Compulsive Reloader, Slickdraw, Supercharged Magazine","Controlled Burst, Pugilist, Voltshot",6,2,651,Compulsive Reloader+Controlled Burst | Compulsive Reloader+Pugilist | Controlled Burst+Slickdraw | Pugilist+Slickdraw | Pugilist+Supercharged Magazine | Slickdraw+Voltshot,1289796511
938,Strident Whistle,preferred,Combat Bow,Solar,0,0,1,0,1,"Archer's Tempo, Shoot to Loot, Sneak Bow","Harmony, Rampage, Wellspring",7,2,1101,Archer's Tempo+Harmony | Archer's Tempo+Rampage | Harmony+Sneak Bow | Rampage+Shoot to Loot | Rampage+Sneak Bow | Shoot to Loot+Wellspring | Sneak Bow+Wellspring,2591241074
939,Crisis Inverted,preferred,Hand Cannon,Arc,0,0,1,0,1,"Moving Target, Stats for All, Tunnel Vision","Adaptive Munitions, Rangefinder, Turnabout",5,2,1566,Adaptive Munitions+Moving Target | Moving Target+Rangefinder | Rangefinder+Stats for All | Rangefinder+Tunnel Vision | Tunnel Vision+Turnabout,2888266564
940,King Orfeo,preferred,Combat Bow,Arc,1,0,0,0,1,"Pugilist, Shoot to Loot, Surplus","Meganeura, Rangefinder, Rolling Storm",6,2,213,Meganeura+Pugilist | Pugilist+Rangefinder | Rangefinder+Shoot to Loot | Rangefinder+Surplus | Rolling Storm+Shoot to Loot | Rolling Storm+Surplus,3481382332
941,Briar's Contempt (Adept),preferred,Linear Fusion Rifle,Solar,0,1,0,1,0,"Burning Ambition, Rapid Hit, Slideshot","Chaos Reshaped, Frenzy, Surrounded",4,2,558,Burning Ambition+Frenzy | Chaos Reshaped+Slideshot | Frenzy+Slideshot | Rapid Hit+Surrounded,2890082420
942,Embraced Identity,preferred,Sniper Rifle,Void,1,0,0,1,1,"Attrition Orbs, Demolitionist, Rewind Rounds","Box Breathing, Fourth Time's the Charm, Redirection",7,2,594,Attrition Orbs+Fourth Time's the Charm | Attrition Orbs+Redirection | Box Breathing+Demolitionist | Demolitionist+Fourth Time's the Charm | Demolitionist+Redirection | Fourth Time's the Charm+Rewind Rounds | Redirection+Rewind Rounds,2821677368
943,Abyssal Edge,preferred,Sword,Strand,1,0,0,0,1,"Slice, Tireless Blade","Demolitionist, Hatchling, Redirection",4,2,276,Demolitionist+Slice | Demolitionist+Tireless Blade | Hatchling+Tireless Blade | Redirection+Slice,4221591387
944,Fimbulwinter Stitch,preferred,Sidearm,Arc,1,0,0,0,1,"Loose Change, Rapid Hit, Trickle Charge","Precision Instrument, Redirection, Rolling Storm",5,2,259,Loose Change+Precision Instrument | Loose Change+Rolling Storm | Precision Instrument+Rapid Hit | Rapid Hit+Rolling Storm | Redirection+Trickle Charge,3685829362
945,Forthcoming Deviance (Adept),preferred,Glaive,Void,0,1,0,1,0,"Grave Robber, Impulse Amplifier, Replenishing Aegis","Destabilizing Rounds, Unstoppable Force, Vorpal Weapon",9,2,403,Destabilizing Rounds+Grave Robber | Destabilizing Rounds+Impulse Amplifier | Destabilizing Rounds+Replenishing Aegis | Grave Robber+Unstoppable Force | Grave Robber+Vorpal Weapon | Impulse Amplifier+Unstoppable Force | Impulse Amplifier+Vorpal Weapon | Replenishing Aegis+Unstoppable Force | Replenishing Aegis+Vorpal Weapon,3123651616
946,Positive Outlook,preferred,Auto Rifle,Void,1,0,1,0,1,"Perpetual Motion, Shot Swap, Surplus","Adaptive Munitions, Pugilist, Repulsor Brace",7,2,963,Adaptive Munitions+Perpetual Motion | Adaptive Munitions+Surplus | Perpetual Motion+Pugilist | Pugilist+Shot Swap | Pugilist+Surplus | Repulsor Brace+Shot Swap | Repulsor Brace+Surplus,491078457
947,Convened Recurve,preferred,Combat Bow,Void,1,0,1,0,1,Repulsor Brace,Snapshot Sights,1,2,181,Repulsor Brace+Snapshot Sights,3667861447
948,Willful Hamartia,preferred,Linear Fusion Rifle,Arc,1,0,0,0,1,"Envious Assassin, Slideways, Successful Warm-Up","Headseeker, Offhand Strike, Reservoir Burst",5,2,210,Envious Assassin+Headseeker | Headseeker+Slideways | Offhand Strike+Successful Warm-Up | Reservoir Burst+Slideways | Reservoir Burst+Successful Warm-Up,1952295804
949,Last Foray,preferred,Sniper Rifle,Solar,1,0,0,0,1,"Keep Away, Quickdraw, Rewind Rounds","Cascade Point, Incandescent, Snapshot Sights",6,2,356,Cascade Point+Keep Away | Cascade Point+Quickdraw | Cascade Point+Rewind Rounds | Incandescent+Rewind Rounds | Keep Away+Snapshot Sights | Rewind Rounds+Snapshot Sights,4118936670
950,Veiled Threat,preferred,Auto Rifle,Stasis,1,0,0,1,1,"Attrition Orbs, Fragile Focus, Shoot to Loot","Desperate Measures, Headstone, Surrounded",5,2,453,Attrition Orbs+Desperate Measures | Attrition Orbs+Headstone | Desperate Measures+Fragile Focus | Fragile Focus+Surrounded | Shoot to Loot+Surrounded,3685470415
951,Servant Leader,preferred,Scout Rifle,Kinetic,0,0,1,0,1,"Heating Up, Pulse Monitor, Shoot to Loot","Harmony, Osmosis, Thresh",6,2,1538,Harmony+Heating Up | Harmony+Pulse Monitor | Harmony+Shoot to Loot | Heating Up+Osmosis | Osmosis+Shoot to Loot | Shoot to Loot+Thresh,1107446438
952,Joxer's Longsword,preferred,Pulse Rifle,Void,1,0,1,0,1,"Closing Time, Shoot to Loot, Strategist","Adrenaline Junkie, Headseeker, Zen Moment",8,2,923,Adrenaline Junkie+Closing Time | Adrenaline Junkie+Shoot to Loot | Adrenaline Junkie+Strategist | Closing Time+Headseeker | Closing Time+Zen Moment | Headseeker+Shoot to Loot | Shoot to Loot+Zen Moment | Strategist+Zen Moment,157601190
953,Unending Tempest,preferred,Submachine Gun,Stasis,1,0,1,0,1,"Discord, Gutshot Straight, Shot Swap","Adrenaline Junkie, Collective Action, Tap the Trigger",7,2,1226,Adrenaline Junkie+Discord | Adrenaline Junkie+Gutshot Straight | Adrenaline Junkie+Shot Swap | Collective Action+Shot Swap | Discord+Tap the Trigger | Gutshot Straight+Tap the Trigger | Shot Swap+Tap the Trigger,2510526114
954,Albruna-D,preferred,Sniper Rifle,Arc,0,0,1,0,1,"Air Assault, Surplus, Wellspring","Slickdraw, Snapshot Sights, Vorpal Weapon",6,2,1169,Air Assault+Vorpal Weapon | Slickdraw+Surplus | Slickdraw+Wellspring | Snapshot Sights+Wellspring | Surplus+Vorpal Weapon | Vorpal Weapon+Wellspring,676270382
955,Mos Athanor IV,preferred,Hand Cannon,Void,1,0,1,0,1,"Lone Wolf, Slideways","Adagio, Precision Instrument, Sword Logic",6,2,281,Adagio+Lone Wolf | Adagio+Slideways | Lone Wolf+Precision Instrument | Lone Wolf+Sword Logic | Precision Instrument+Slideways | Slideways+Sword Logic,4118334987
956,The Third Axiom,preferred,Pulse Rifle,Arc,1,0,1,0,1,"Feeding Frenzy, Hip-Fire Grip, Slideways","Headseeker, Opening Shot, Sympathetic Arsenal",7,2,1362,Feeding Frenzy+Headseeker | Feeding Frenzy+Opening Shot | Feeding Frenzy+Sympathetic Arsenal | Hip-Fire Grip+Opening Shot | Hip-Fire Grip+Sympathetic Arsenal | Opening Shot+Slideways | Slideways+Sympathetic Arsenal,3744058588
957,Trinary System,preferred,Fusion Rifle,Solar,0,0,1,0,1,"Firmly Planted, Quickdraw, Slideways","Disruption Break, Tap the Trigger, Unrelenting",7,2,1281,Disruption Break+Firmly Planted | Disruption Break+Quickdraw | Firmly Planted+Tap the Trigger | Firmly Planted+Unrelenting | Quickdraw+Tap the Trigger | Quickdraw+Unrelenting | Slideways+Tap the Trigger,3258665412
958,Volta Bracket,preferred,Sniper Rifle,Strand,1,0,0,1,1,"Envious Assassin, Subsistence, Triple Tap","Explosive Payload, Firing Line, Under Pressure",6,2,617,Envious Assassin+Explosive Payload | Envious Assassin+Firing Line | Explosive Payload+Subsistence | Firing Line+Subsistence | Subsistence+Under Pressure | Triple Tap+Under Pressure,3920310144
959,Oversoul Edict (Adept),preferred,Pulse Rifle,Arc,0,1,0,1,0,"Demolitionist, Eye of the Storm, Supercharged Magazine","Gear Shift, Swashbuckler, Sword Logic",4,2,489,Demolitionist+Gear Shift | Demolitionist+Sword Logic | Eye of the Storm+Swashbuckler | Supercharged Magazine+Sword Logic,578105049
960,Qua Xaphan V,preferred,Machine Gun,Void,0,0,1,0,1,"Surplus, Triple Tap, Under Pressure","Adrenaline Junkie, Destabilizing Rounds, Target Lock",9,2,1008,Adrenaline Junkie+Surplus | Adrenaline Junkie+Triple Tap | Adrenaline Junkie+Under Pressure | Destabilizing Rounds+Surplus | Destabilizing Rounds+Triple Tap | Destabilizing Rounds+Under Pressure | Surplus+Target Lock | Target Lock+Triple Tap | Target Lock+Under Pressure,1975125963
961,Lubrae's Ruin (Adept),preferred,Glaive,Solar,0,1,0,1,0,"Tilting at Windmills, Turnabout","Surrounded, Unrelenting, Vorpal Weapon",4,2,374,Surrounded+Tilting at Windmills | Tilting at Windmills+Unrelenting | Tilting at Windmills+Vorpal Weapon | Turnabout+Vorpal Weapon,1466006054
962,No Reprieve,preferred,Shotgun,Stasis,1,0,0,1,1,"Stats for All, Surplus, Triple Tap","Headstone, Surrounded, Swashbuckler",6,2,753,Headstone+Surplus | Stats for All+Swashbuckler | Surplus+Surrounded | Surplus+Swashbuckler | Surrounded+Triple Tap | Swashbuckler+Triple Tap,2531963421
963,Song of Ir Yût (Adept),preferred,Machine Gun,Arc,0,1,0,1,0,"Jolting Feedback, Rewind Rounds, Unrelenting","Elemental Capacitor, Target Lock, Voltshot",5,2,381,Elemental Capacitor+Rewind Rounds | Jolting Feedback+Voltshot | Rewind Rounds+Voltshot | Target Lock+Unrelenting | Unrelenting+Voltshot,407511664
964,Ribbontail,preferred,Trace Rifle,Strand,1,0,0,0,1,"Envious Arsenal, Transcendent Moment","Killing Tally, Tear",2,2,153,Envious Arsenal+Killing Tally | Tear+Transcendent Moment,407150808
965,Sixth Sense,preferred,Hand Cannon,Strand,1,0,0,0,1,"Demolitionist, Keep Away, Triple Tap","Dragonfly, Hatchling, Tear",6,2,337,Demolitionist+Tear | Dragonfly+Keep Away | Dragonfly+Triple Tap | Hatchling+Keep Away | Hatchling+Triple Tap | Tear+Triple Tap,4032097591
966,Better Devils,preferred,Hand Cannon,Kinetic,1,0,1,0,1,"Auto-Loading Holster, Hip-Fire Grip, Threat Detector","Hip-Fire Grip, Timed Payload, Zen Moment",5,2,526,Auto-Loading Holster+Zen Moment | Hip-Fire Grip+Threat Detector | Hip-Fire Grip+Timed Payload | Hip-Fire Grip+Zen Moment | Threat Detector+Timed Payload,153979397
967,Ill Omen,preferred,Sword,Stasis,1,0,0,1,1,"Empty Traits Socket, Strategist, Valiant Charge","Assassin's Blade, One for All, Whirlwind Blade",7,2,590,Assassin's Blade+Empty Traits Socket | Empty Traits Socket+One for All | Empty Traits Socket+Whirlwind Blade | One for All+Strategist | One for All+Valiant Charge | Strategist+Whirlwind Blade | Valiant Charge+Whirlwind Blade,3794274730
968,Anamnesis (Adept),preferred,Combat Bow,Void,0,1,0,0,1,"Archer's Tempo, Dragonfly, Repulsor Brace","Adagio, Moving Target, Sword Logic",6,3,248,Adagio+Archer's Tempo | Adagio+Repulsor Brace | Archer's Tempo+Moving Target | Archer's Tempo+Sword Logic | Dragonfly+Sword Logic | Moving Target+Repulsor Brace,3949253499
969,Doom of Chelchis (Harrowed),preferred,Scout Rifle,Void,0,1,0,1,0,"Adaptive Munitions, Demoralize, Firefly","Dragonfly, Eye of the Storm, Repulsor Brace",4,3,472,Adaptive Munitions+Eye of the Storm | Adaptive Munitions+Repulsor Brace | Demoralize+Eye of the Storm | Dragonfly+Firefly,1184692845
970,Crisis Inverted,preferred,Hand Cannon,Arc,0,0,1,0,1,"Demolitionist, Rapid Hit, Under Pressure","Adaptive Munitions, Rangefinder, Turnabout",7,3,1566,Adaptive Munitions+Demolitionist | Adaptive Munitions+Rapid Hit | Adaptive Munitions+Under Pressure | Demolitionist+Turnabout | Rangefinder+Rapid Hit | Rapid Hit+Turnabout | Turnabout+Under Pressure,2888266564
971,Anonymous Autumn,preferred,Sidearm,Arc,1,0,1,0,1,"Rangefinder, To the Pain, Zen Moment","Adrenaline Junkie, Desperate Measures, Surrounded",6,3,1101,Adrenaline Junkie+To the Pain | Adrenaline Junkie+Zen Moment | Desperate Measures+Rangefinder | Desperate Measures+To the Pain | Desperate Measures+Zen Moment | Rangefinder+Surrounded,1644501332
972,Double-Edged Answer,preferred,Sword,Void,0,0,1,0,1,"Relentless Strikes, Thresh, Wellspring","Adrenaline Junkie, Attrition Orbs, Counterattack",4,3,1022,Adrenaline Junkie+Wellspring | Attrition Orbs+Relentless Strikes | Attrition Orbs+Thresh | Counterattack+Thresh,105164264
973,Pure Poetry,preferred,Hand Cannon,Kinetic,0,0,1,0,1,"Air Assault, Ambitious Assassin, Well-Rounded","Focused Fury, Osmosis, Pugilist",8,3,1182,Air Assault+Focused Fury | Air Assault+Osmosis | Air Assault+Pugilist | Ambitious Assassin+Focused Fury | Ambitious Assassin+Osmosis | Focused Fury+Well-Rounded | Osmosis+Well-Rounded | Pugilist+Well-Rounded,2671639706
974,Pure Poetry,preferred,Hand Cannon,Kinetic,0,0,1,0,1,"Air Assault, Ensemble, Fragile Focus","Frenzy, Harmony, Rampage",7,3,1182,Air Assault+Frenzy | Air Assault+Rampage | Ensemble+Harmony | Ensemble+Rampage | Fragile Focus+Frenzy | Fragile Focus+Harmony | Fragile Focus+Rampage,2671639706
975,A Distant Pull,preferred,Sniper Rifle,Stasis,1,0,0,1,1,"Ambitious Assassin, Moving Target, Triple Tap","Collective Action, Headstone, Opening Shot",6,3,533,Ambitious Assassin+Headstone | Ambitious Assassin+Opening Shot | Collective Action+Moving Target | Collective Action+Triple Tap | Headstone+Moving Target | Headstone+Triple Tap,1769847435
976,Point of the Stag,preferred,Combat Bow,Arc,1,0,0,0,1,"Archer's Tempo, No Distractions","Dragonfly, Golden Tricorn Enhanced, Swashbuckler",5,3,253,Archer's Tempo+Golden Tricorn Enhanced | Archer's Tempo+Swashbuckler | Dragonfly+No Distractions | Golden Tricorn Enhanced+No Distractions | No Distractions+Swashbuckler,888872889
977,The Immortal,preferred,Submachine Gun,Strand,1,0,0,0,1,"Attrition Orbs, Hatchling, Keep Away","Elemental Honing, Lone Wolf, Master of Arms",4,3,310,Attrition Orbs+Lone Wolf | Attrition Orbs+Master of Arms | Elemental Honing+Hatchling | Keep Away+Master of Arms,2872063099
978,Loaded Question,preferred,Fusion Rifle,Arc,1,0,1,0,1,"Auto-Loading Holster, Firmly Planted, Overflow","Frenzy, Reservoir Burst",4,3,274,Auto-Loading Holster+Reservoir Burst | Firmly Planted+Frenzy | Frenzy+Overflow | Overflow+Reservoir Burst,3125454907
979,Hezen Vengeance (Timelost),preferred,Rocket Launcher,Solar,0,1,0,1,0,"Cluster Bomb, Collective Demolition, Overflow","Bait and Switch, Binary Orbit, Elemental Honing",5,3,484,Bait and Switch+Cluster Bomb | Binary Orbit+Collective Demolition | Binary Orbit+Overflow | Cluster Bomb+Elemental Honing | Elemental Honing+Overflow,3623686757
980,Insidious (Adept),preferred,Pulse Rifle,Arc,0,1,0,1,0,"Compulsive Reloader, Rolling Storm, Stats for All","Bait and Switch, Chaos Reshaped, Rampage",5,3,614,Bait and Switch+Compulsive Reloader | Bait and Switch+Stats for All | Chaos Reshaped+Stats for All | Compulsive Reloader+Rampage | Rampage+Rolling Storm,786352912
981,Retrofuturist,preferred,Shotgun,Void,1,0,1,0,1,"Pugilist, Shot Swap, Unrelenting","Barrel Constrictor, One for All, Swashbuckler",3,3,1011,Barrel Constrictor+Pugilist | One for All+Shot Swap | Swashbuckler+Unrelenting,1612781792
982,Micromort,preferred,Rocket Launcher,Arc,1,0,0,0,1,Field Prep,"Binary Orbit, Paracausal Affinity, Rolling Storm",3,3,252,Binary Orbit+Field Prep | Field Prep+Paracausal Affinity | Field Prep+Rolling Storm,602331467
983,Fang of Ir Yût (Adept),preferred,Scout Rifle,Strand,0,1,0,1,0,"Rapid Hit, Shoot to Loot, Tunnel Vision","Binary Orbit, Precision Instrument, Sword Logic",5,3,629,Binary Orbit+Rapid Hit | Binary Orbit+Shoot to Loot | Precision Instrument+Tunnel Vision | Rapid Hit+Sword Logic | Shoot to Loot+Sword Logic,128782990
984,Outrageous Fortune,preferred,Grenade Launcher,Solar,1,0,1,0,1,Envious Arsenal,Burning Ambition,1,3,244,Burning Ambition+Envious Arsenal,4146673634
985,The Beacon,preferred,Fusion Rifle,Solar,1,0,0,0,1,Lead from Gold,"Burning Ambition, Controlled Burst",2,3,227,Burning Ambition+Lead from Gold | Controlled Burst+Lead from Gold,2161618499
986,Ahab Char,preferred,Auto Rifle,Solar,1,0,0,0,1,"Perpetual Motion, Subsistence, Transcendent Moment","Binary Orbit, Burning Ambition, Swashbuckler",7,3,349,Binary Orbit+Perpetual Motion | Binary Orbit+Subsistence | Burning Ambition+Perpetual Motion | Burning Ambition+Subsistence | Burning Ambition+Transcendent Moment | Subsistence+Swashbuckler | Swashbuckler+Transcendent Moment,1411560894
987,Someday,preferred,Shotgun,Kinetic,1,0,0,1,1,"Dual Loader, Elemental Capacitor, Lead from Gold","Cascade Point, Closing Time, Swashbuckler",7,3,697,Cascade Point+Dual Loader | Cascade Point+Elemental Capacitor | Cascade Point+Lead from Gold | Closing Time+Elemental Capacitor | Dual Loader+Swashbuckler | Elemental Capacitor+Swashbuckler | Lead from Gold+Swashbuckler,3232203524
